8.46292	0.243462	-3.03909	-0.087429	8.46292	0.243462	8.6	0.25	-3.00029	0
8.4473	0.251463	-1.09148	0.0893153	8.44818	0.251553	8.45	0.25	-3.00027	0
8.47195	0.240795	0.000708916	-0.210637	8.56759	0.241943	8.45	0.25	0	0
8.46435	0.252012	-0.00988727	0.0238759	8.45582	0.253997	8.45	0.25	0	0
8.37521	0.252491	-1.12503	-0.00176239	8.42544	0.254042	8.35	0.25	-1.81979	0
8.29073	0.251127	-1.14274	-0.00555663	8.23962	0.24916	8.25	0.25	-1.81978	0
8.08364	0.225489	-2.56411	-0.159633	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994
7.92819	0.185945	-2.58849	-0.294063	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993
7.75678	0.170279	-2.91055	-0.299247	7.61269	0.155818	7.7	0.15	-2.99982	0
7.59639	0.157902	-2.92889	-0.289103	7.54016	0.159641	7.55	0.15	-2.99982	0
7.49349	0.127878	-2.40108	-0.330625	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239
7.35804	0.0782885	-2.40528	-0.426779	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823
7.20327	0.0443706	-2.60647	-0.457858	7.20598	0.00492725	7.2	9.49949e-07	-2.72851	-0.909507
7.05902	-0.00829253	-2.6083	-0.536496	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499
6.96174	-0.0681667	-2.13469	-0.627242	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898
6.84523	-0.157479	-2.13527	-0.781162	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897
6.73984	-0.231697	-2.09921	-0.881976	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075
6.63559	-0.336187	-2.10296	-1.05262	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075
6.60031	-0.440582	-1.51016	-1.23332	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769
6.5295	-0.547681	-1.50812	-1.36275	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769
6.49776	-0.689223	-1.0269	-1.59746	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498
6.44013	-0.862161	-1.04521	-1.84273	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494
6.3512	-0.994309	-1.30785	-1.9012	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898
6.27159	-1.14621	-1.33521	-2.03868	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896
6.34889	-1.3721	-0.0471072	-2.5823	6.43125	-1.48148	6.3	-1.45	0.909739	-3.63894
6.34503	-1.55693	-0.0645509	-2.70556	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891
6.29153	-1.69003	-0.484988	-2.61108	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985
6.25859	-1.85967	-0.518502	-2.72344	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847
6.30163	-2.06225	0.0988703	-3.07899	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994
6.31294	-2.2205	0.108699	-3.0893	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994
6.30279	-2.37938	-0.0420631	-3.01096	6.32593	-2.40018	6.35	-2.4	0	-2.72613
6.30957	-2.54408	-0.0235087	-3.00579	6.34927	-2.55175	6.35	-2.55	0	-2.72611
6.35129	-2.73206	0.320022	-3.17993	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851
6.38562	-2.88395	0.366492	-3.11291	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851
6.39863	-3.0209	0.276969	-3.01832	6.46536	-3.00452	6.45	-3	0	-2.99754
6.41975	-3.16364	0.296398	-2.9938	6.44119	-3.14955	6.45	-3.15	0	-2.99754
